video_t,wall_time,author,chat_name,text,sentiment,source_layer,current_performer,caption_window,audience
5869.0,2026-08-17 20:52:35,@Goddill,,Freaking k’o the whole family ,negative,vader,Free,"political part of it, but 3 years ago, I found my fiance with another man, had my baby in the arms. I was going to get milk. I ended up uh suplexing him, broke my shoulder, took my son to the house, smoked a slip, act like I was sleeping. >> He went to sleep. Cops come knocking at the door at 6:00 in the morning. What do",true
5869.0,2026-08-17 20:52:35,@ONWARD24seven,,a blind skate boarder,negative,vader,Free,"political part of it, but 3 years ago, I found my fiance with another man, had my baby in the arms. I was going to get milk. I ended up uh suplexing him, broke my shoulder, took my son to the house, smoked a slip, act like I was sleeping. >> He went to sleep. Cops come knocking at the door at 6:00 in the morning. What do",true
5871.0,2026-08-17 20:52:37,@pijinFPS,,Meth Green,neutral,vader,Free,"political part of it, but 3 years ago, I found my fiance with another man, had my baby in the arms. I was going to get milk. I ended up uh suplexing him, broke my shoulder, took my son to the house, smoked a slip, act like I was sleeping. >> He went to sleep. Cops come knocking at the door at 6:00 in the morning. What do I do as a freestyle artist? Turn on the",true
5872.0,2026-08-17 20:52:38,@Goddill,,Lets go,neutral,vader,Free,"I found my fiance with another man, had my baby in the arms. I was going to get milk. I ended up uh suplexing him, broke my shoulder, took my son to the house, smoked a slip, act like I was sleeping. >> He went to sleep. Cops come knocking at the door at 6:00 in the morning. What do I do as a freestyle artist? Turn on the [ __ ] studio. LED lights, lock",true
5881.0,2026-08-17 20:52:47,@GorgeousRoddyChrome,,this a monologue for a Rainbow Family Drum Circle,neutral,vader,Free,"my shoulder, took my son to the house, smoked a slip, act like I was sleeping. >> He went to sleep. Cops come knocking at the door at 6:00 in the morning. What do I do as a freestyle artist? Turn on the [ __ ] studio. LED lights, lock the goddamn door. The son's already goddamn ready for the beats every morning. He's climbing up the 6ft ladder, [ __ ] 6 months old, ready to",true
5886.0,2026-08-17 20:52:52,@CarlCramer88,,"Well, you’re 50 years old riding a skateboard still no wonder why she’s looking for different dick",negative,vader,Free,"smoked a slip, act like I was sleeping. >> He went to sleep. Cops come knocking at the door at 6:00 in the morning. What do I do as a freestyle artist? Turn on the [ __ ] studio. LED lights, lock the goddamn door. The son's already goddamn ready for the beats every morning. He's climbing up the 6ft ladder, [ __ ] 6 months old, ready to make a beat. So, the homie knows the deal. He taught me how to do uh I'm",true
5888.0,2026-08-17 20:52:54,@Sereous313,,"He was a skater boy, She said see you later boy.",neutral,vader,Free,"the door at 6:00 in the morning. What do I do as a freestyle artist? Turn on the [ __ ] studio. LED lights, lock the goddamn door. The son's already goddamn ready for the beats every morning. He's climbing up the 6ft ladder, [ __ ] 6 months old, ready to make a beat. So, the homie knows the deal. He taught me how to do uh I'm talking fast freestyle. [ __ ] He",true
5888.0,2026-08-17 20:52:54,@Kingzephyr45,,"Verge…. He’s broken, and no tape can fix it. ",negative,vader,Free,"the door at 6:00 in the morning. What do I do as a freestyle artist? Turn on the [ __ ] studio. LED lights, lock the goddamn door. The son's already goddamn ready for the beats every morning. He's climbing up the 6ft ladder, [ __ ] 6 months old, ready to make a beat. So, the homie knows the deal. He taught me how to do uh I'm talking fast freestyle. [ __ ] He",true
5889.0,2026-08-17 20:52:55,@alisonwayland6057,,LET CHAIR PERFORM,neutral,vader,Free,"the door at 6:00 in the morning. What do I do as a freestyle artist? Turn on the [ __ ] studio. LED lights, lock the goddamn door. The son's already goddamn ready for the beats every morning. He's climbing up the 6ft ladder, [ __ ] 6 months old, ready to make a beat. So, the homie knows the deal. He taught me how to do uh I'm talking fast freestyle. [ __ ] He taught me how to do Garage Band on my",true
5889.0,2026-08-17 20:52:55,@I_AM_VISION_ICONIC,,he forgot to pull out and bust on her stomach :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::skull:,neutral,vader,Free,"the door at 6:00 in the morning. What do I do as a freestyle artist? Turn on the [ __ ] studio. LED lights, lock the goddamn door. The son's already goddamn ready for the beats every morning. He's climbing up the 6ft ladder, [ __ ] 6 months old, ready to make a beat. So, the homie knows the deal. He taught me how to do uh I'm talking fast freestyle. [ __ ] He taught me how to do Garage Band on my",true
5892.0,2026-08-17 20:52:58,@matisari7982,,he's wearing his son's shirt,neutral,vader,Free,"[ __ ] studio. LED lights, lock the goddamn door. The son's already goddamn ready for the beats every morning. He's climbing up the 6ft ladder, [ __ ] 6 months old, ready to make a beat. So, the homie knows the deal. He taught me how to do uh I'm talking fast freestyle. [ __ ] He taught me how to do Garage Band on my phone at the airport. Just fumbling",true
5893.0,2026-08-17 20:52:59,@kp862,,damn if your friends laugh at your jokes ask if its with you or at you thats for everyone wtf,positive,vader,Free,"[ __ ] studio. LED lights, lock the goddamn door. The son's already goddamn ready for the beats every morning. He's climbing up the 6ft ladder, [ __ ] 6 months old, ready to make a beat. So, the homie knows the deal. He taught me how to do uh I'm talking fast freestyle. [ __ ] He taught me how to do Garage Band on my phone at the airport. Just fumbling through. I'm like, ""What? You got",true
5893.0,2026-08-17 20:52:59,@HollywoodStar2026,,Call CPS. STAT,neutral,vader,Free,"[ __ ] studio. LED lights, lock the goddamn door. The son's already goddamn ready for the beats every morning. He's climbing up the 6ft ladder, [ __ ] 6 months old, ready to make a beat. So, the homie knows the deal. He taught me how to do uh I'm talking fast freestyle. [ __ ] He taught me how to do Garage Band on my phone at the airport. Just fumbling through. I'm like, ""What? You got",true
5895.0,2026-08-17 20:53:01,@LifesAScript,,Tom Macklemoore: Thrift Shop (This comic and last comic),neutral,vader,Free,"the goddamn door. The son's already goddamn ready for the beats every morning. He's climbing up the 6ft ladder, [ __ ] 6 months old, ready to make a beat. So, the homie knows the deal. He taught me how to do uh I'm talking fast freestyle. [ __ ] He taught me how to do Garage Band on my phone at the airport. Just fumbling through. I'm like, ""What? You got [ __ ] wet reverb? Let's hit that [ __ ]",true
5895.0,2026-08-17 20:53:01,@Grimm_Destroyer,,robot meth chicken :chicken: lol,positive,vader,Free,"the goddamn door. The son's already goddamn ready for the beats every morning. He's climbing up the 6ft ladder, [ __ ] 6 months old, ready to make a beat. So, the homie knows the deal. He taught me how to do uh I'm talking fast freestyle. [ __ ] He taught me how to do Garage Band on my phone at the airport. Just fumbling through. I'm like, ""What? You got [ __ ] wet reverb? Let's hit that [ __ ]",true
5897.0,2026-08-17 20:53:03,@EricNelson1236,,ollied over them,neutral,vader,Free,"goddamn ready for the beats every morning. He's climbing up the 6ft ladder, [ __ ] 6 months old, ready to make a beat. So, the homie knows the deal. He taught me how to do uh I'm talking fast freestyle. [ __ ] He taught me how to do Garage Band on my phone at the airport. Just fumbling through. I'm like, ""What? You got [ __ ] wet reverb? Let's hit that [ __ ] Sounds like a goddamn doggy style",true
5898.0,2026-08-17 20:53:04,@Kingzephyr45,,We will find another and send you one. ,neutral,vader,Free,"goddamn ready for the beats every morning. He's climbing up the 6ft ladder, [ __ ] 6 months old, ready to make a beat. So, the homie knows the deal. He taught me how to do uh I'm talking fast freestyle. [ __ ] He taught me how to do Garage Band on my phone at the airport. Just fumbling through. I'm like, ""What? You got [ __ ] wet reverb? Let's hit that [ __ ] Sounds like a goddamn doggy style moment."" Hold up. Check. All right. So,",true
5901.0,2026-08-17 20:53:07,@vedicvixen,,If a K-Hole Bottomed ,neutral,vader,Free,"ladder, [ __ ] 6 months old, ready to make a beat. So, the homie knows the deal. He taught me how to do uh I'm talking fast freestyle. [ __ ] He taught me how to do Garage Band on my phone at the airport. Just fumbling through. I'm like, ""What? You got [ __ ] wet reverb? Let's hit that [ __ ] Sounds like a goddamn doggy style moment."" Hold up. Check. All right. So,",true
5908.0,2026-08-17 20:53:14,@rocjames1,,Surely kept the knee pads,positive,vader,Free,"talking fast freestyle. [ __ ] He taught me how to do Garage Band on my phone at the airport. Just fumbling through. I'm like, ""What? You got [ __ ] wet reverb? Let's hit that [ __ ] Sounds like a goddamn doggy style moment."" Hold up. Check. All right. So, where were we at? Oh, yeah. Broke the shoulder, took the kid, did the studio, the cops are outside, said the maritime",true
5908.0,2026-08-17 20:53:14,@Baconstrip69,,Lords of pup town ,neutral,vader,Free,"talking fast freestyle. [ __ ] He taught me how to do Garage Band on my phone at the airport. Just fumbling through. I'm like, ""What? You got [ __ ] wet reverb? Let's hit that [ __ ] Sounds like a goddamn doggy style moment."" Hold up. Check. All right. So, where were we at? Oh, yeah. Broke the shoulder, took the kid, did the studio, the cops are outside, said the maritime",true
5908.0,2026-08-17 20:53:14,@vergefavjr3436,,Don’t record a confession ,neutral,vader,Free,"talking fast freestyle. [ __ ] He taught me how to do Garage Band on my phone at the airport. Just fumbling through. I'm like, ""What? You got [ __ ] wet reverb? Let's hit that [ __ ] Sounds like a goddamn doggy style moment."" Hold up. Check. All right. So, where were we at? Oh, yeah. Broke the shoulder, took the kid, did the studio, the cops are outside, said the maritime",true
5910.0,2026-08-17 20:53:16,@OdinBorsonn,,sup,neutral,vader,Free,"taught me how to do Garage Band on my phone at the airport. Just fumbling through. I'm like, ""What? You got [ __ ] wet reverb? Let's hit that [ __ ] Sounds like a goddamn doggy style moment."" Hold up. Check. All right. So, where were we at? Oh, yeah. Broke the shoulder, took the kid, did the studio, the cops are outside, said the maritime law. They didn't know what the [ __ ] cuz",true
5912.0,2026-08-17 20:53:18,@FrankieD-mj3ew,,haha meth green :grinning_squinting_face:,positive,vader,Free,"through. I'm like, ""What? You got [ __ ] wet reverb? Let's hit that [ __ ] Sounds like a goddamn doggy style moment."" Hold up. Check. All right. So, where were we at? Oh, yeah. Broke the shoulder, took the kid, did the studio, the cops are outside, said the maritime law. They didn't know what the [ __ ] cuz they're not educated. They walked away.",true
